id,dia_da_semana,horario_de_pico,operacao_normal,estacao_de_entrada,sentido,esta_chovendo,lotacao_1_min_5_max,linha_8,linha_9
612,Sábado,Sim,Não,Jardim Belval,Itapevi,Sim,3,12.0,0.0
613,Sábado,Não,Sim,Barueri,Itapevi,Não,3,7.0,0.0
614,Domingo,Não,Não,Antônio João,Itapevi,Não,2,5.0,0.0
615,Quinta,Não,Sim,Com. Sampaio,Itapevi,Sim,3,6.0,0.0
616,Terça,Não,Sim,Antônio João,Itapevi,Não,3,4.0,0.0
617,Quinta,Não,Sim,Gen. Miguel Costa,Itapevi,Não,1,6.0,0.0
618,Terça,Sim,Sim,Antônio João,Palmeiras Barra Funda,Não,4,9.0,0.0
619,Domingo,Sim,Sim,Osasco,Palmeiras Barra Funda,Sim,3,15.0,0.0
620,Terça,Sim,Sim,Pres. Altino,Palmeiras Barra Funda,Não,3,15.0,0.0
621,Sábado,Sim,Sim,Sagrado Coração,Itapevi,Não,4,15.0,0.0
622,Segunda,Sim,Não,Gen. Miguel Costa,Palmeiras Barra Funda,Não,5,15.0,0.0
623,Sábado,Sim,Sim,Jardim Silveira,Palmeiras Barra Funda,Não,4,15.0,0.0
624,Terça,Sim,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,4,15.0,0.0
625,Domingo,Sim,Sim,Sagrado Coração,Itapevi,Não,3,14.0,0.0
626,Segunda,Sim,Sim,Jardim Belval,Itapevi,Não,4,13.0,0.0
627,Domingo,Sim,Sim,Jandira,Palmeiras Barra Funda,Não,5,15.0,0.0
628,Terça,Sim,Não,Santa Rita,Palmeiras Barra Funda,Não,4,9.0,0.0
629,Terça,Não,Não,Santa Rita,Palmeiras Barra Funda,Não,2,6.0,0.0
630,Segunda,Não,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,3,8.0,0.0
631,Sábado,Sim,Sim,Jardim Silveira,Palmeiras Barra Funda,Não,5,13.0,0.0
632,Quinta,Sim,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,5,13.0,0.0
633,Domingo,Sim,Não,Jardim Silveira,Palmeiras Barra Funda,Não,5,13.0,0.0
634,Domingo,Não,Sim,Osasco,Palmeiras Barra Funda,Sim,1,8.0,0.0
635,Sábado,Sim,Sim,Pres. Altino,Palmeiras Barra Funda,Não,4,11.0,0.0
636,Sábado,Sim,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,4,11.0,0.0
637,Terça,Sim,Sim,Quitaúna,Itapevi,Não,5,14.0,0.0
638,Quarta,Sim,Sim,Júlio Prestes,Palmeiras Barra Funda,Não,5,11.0,0.0
639,Quarta,Sim,Sim,Santa Rita,Palmeiras Barra Funda,Não,3,15.0,0.0
640,Terça,Sim,Sim,Jardim Belval,Itapevi,Não,5,14.0,0.0
641,Quinta,Sim,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,4,14.0,0.0
642,Domingo,Sim,Sim,Quitaúna,Palmeiras Barra Funda,Não,5,15.0,0.0
643,Terça,Não,Sim,Sagrado Coração,Palmeiras Barra Funda,Não,2,5.0,0.0
644,Segunda,Sim,Sim,Jardim Belval,Palmeiras Barra Funda,Não,5,12.0,0.0
645,Terça,Sim,Sim,Osasco,Palmeiras Barra Funda,Não,4,10.0,0.0
646,Sexta,Sim,Sim,Lapa,Itapevi,Não,4,9.0,0.0
647,Domingo,Sim,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,5,10.0,0.0
648,Domingo,Sim,Sim,Jandira,Palmeiras Barra Funda,Não,5,10.0,0.0
649,Sexta,Não,Sim,Carapicuíba,Palmeiras Barra Funda,Não,1,7.0,0.0
650,Quarta,Não,Sim,Osasco,Itapevi,Não,2,6.0,0.0
651,Quinta,Sim,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Sim,5,14.0,0.0
652,Terça,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Sim,5,11.0,0.0
653,Domingo,Sim,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,3,11.0,0.0
654,Segunda,Não,Sim,Quitaúna,Itapevi,Não,3,8.0,0.0
655,Quinta,Sim,Não,Barueri,Palmeiras Barra Funda,Sim,5,9.0,0.0
656,Sábado,Sim,Sim,Amador Bueno,Palmeiras Barra Funda,Não,5,13.0,0.0
657,Sexta,Sim,Sim,Itapevi,Palmeiras Barra Funda,Sim,5,11.0,0.0
658,Sábado,Sim,Sim,Osasco,Itapevi,Não,5,11.0,0.0
659,Terça,Sim,Sim,Jardim Silveira,Itapevi,Sim,5,10.0,0.0
660,Quinta,Sim,Não,Osasco,Palmeiras Barra Funda,Não,5,14.0,0.0
661,Segunda,Sim,Sim,Domingo de Moraes,Itapevi,Não,5,10.0,0.0
662,Quinta,Sim,Sim,Pres. Altino,Itapevi,Não,3,13.0,0.0
663,Quarta,Não,Sim,Jardim Belval,Palmeiras Barra Funda,Não,2,4.0,0.0
664,Quarta,Não,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,3,5.0,0.0
665,Sábado,Sim,Sim,Gen. Miguel Costa,Palmeiras Barra Funda,Não,4,13.0,0.0
666,Segunda,Sim,Não,Carapicuíba,Itapevi,Não,4,10.0,0.0
667,Domingo,Sim,Sim,Amador Bueno,Itapevi,Não,3,12.0,0.0
668,Sexta,Sim,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,5,15.0,0.0
669,Sexta,Não,Sim,Barueri,Itapevi,Não,3,8.0,0.0
670,Domingo,Sim,Não,Quitaúna,Palmeiras Barra Funda,Não,3,13.0,0.0
671,Sábado,Não,Sim,Lapa,Palmeiras Barra Funda,Não,2,3.0,0.0
672,Sábado,Não,Não,Osasco,Itapevi,Não,1,4.0,0.0
673,Quarta,Sim,Sim,Pres. Altino,Palmeiras Barra Funda,Não,3,15.0,0.0
674,Segunda,Sim,Não,Lapa,Palmeiras Barra Funda,Não,5,10.0,0.0
675,Segunda,Sim,Sim,Quitaúna,Palmeiras Barra Funda,Não,5,9.0,0.0
676,Terça,Sim,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,5,15.0,0.0
677,Segunda,Sim,Sim,Osasco,Itapevi,Não,3,15.0,0.0
678,Domingo,Não,Sim,Santa Rita,Palmeiras Barra Funda,Não,3,7.0,0.0
679,Sábado,Sim,Sim,Jardim Silveira,Itapevi,Não,5,10.0,0.0
680,Segunda,Sim,Sim,Jardim Silveira,Itapevi,Não,4,15.0,0.0
681,Segunda,Sim,Sim,Amador Bueno,Itapevi,Sim,5,14.0,0.0
682,Terça,Não,Sim,Jardim Belval,Palmeiras Barra Funda,Sim,3,5.0,0.0
683,Domingo,Não,Sim,Jardim Silveira,Itapevi,Não,1,5.0,0.0
684,Terça,Sim,Não,Eng. Cardoso,Itapevi,Não,4,12.0,0.0
685,Sexta,Sim,Sim,Barueri,Palmeiras Barra Funda,Não,5,9.0,0.0
686,Quarta,Não,Sim,Sagrado Coração,Palmeiras Barra Funda,Não,2,3.0,0.0
687,Sábado,Não,Sim,Com. Sampaio,Itapevi,Não,1,5.0,0.0
688,Quarta,Sim,Sim,Itapevi,Itapevi,Não,5,10.0,0.0
689,Quarta,Sim,Sim,Antônio João,Palmeiras Barra Funda,Não,5,12.0,0.0
690,Domingo,Sim,Sim,Osasco,Itapevi,Não,3,11.0,0.0
691,Quinta,Não,Sim,Itapevi,Itapevi,Não,2,4.0,0.0
692,Terça,Não,Sim,Palmeiras Barra Funda,Palmeiras Barra Funda,Não,2,8.0,0.0
693,Quinta,Não,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,1,7.0,0.0
694,Quarta,Sim,Não,Osasco,Itapevi,Não,5,15.0,0.0
695,Quarta,Sim,Não,Eng. Cardoso,Palmeiras Barra Funda,Sim,5,11.0,0.0
696,Domingo,Sim,Sim,Osasco,Palmeiras Barra Funda,Não,5,10.0,0.0
697,Segunda,Sim,Sim,Sagrado Coração,Itapevi,Sim,4,15.0,0.0
698,Domingo,Não,Sim,Antônio João,Itapevi,Não,1,7.0,0.0
699,Domingo,Não,Sim,Santa Terezinha,Palmeiras Barra Funda,Não,1,5.0,0.0
700,Sábado,Sim,Sim,Quitaúna,Palmeiras Barra Funda,Não,5,15.0,0.0
701,Segunda,Sim,Sim,Quitaúna,Palmeiras Barra Funda,Não,5,9.0,0.0
702,Sexta,Sim,Sim,Domingo de Moraes,Itapevi,Não,4,14.0,0.0
703,Terça,Sim,Sim,Júlio Prestes,Itapevi,Não,4,9.0,0.0
704,Sábado,Sim,Sim,Sagrado Coração,Itapevi,Sim,3,15.0,0.0
705,Quinta,Sim,Sim,Com. Sampaio,Itapevi,Não,5,12.0,0.0
706,Quinta,Sim,Não,Sagrado Coração,Palmeiras Barra Funda,Não,5,13.0,0.0
707,Quinta,Sim,Sim,Quitaúna,Palmeiras Barra Funda,Sim,3,10.0,0.0
708,Domingo,Não,Sim,Palmeiras Barra Funda,Itapevi,Não,2,4.0,0.0
709,Quarta,Não,Sim,Com. Sampaio,Itapevi,Não,3,5.0,0.0
710,Quinta,Sim,Sim,Com. Sampaio,Itapevi,Não,5,12.0,0.0
711,Domingo,Não,Sim,Lapa,Palmeiras Barra Funda,Não,1,4.0,0.0
712,Sábado,Sim,Sim,Jardim Silveira,Palmeiras Barra Funda,Sim,3,14.0,0.0
713,Segunda,Não,Sim,Gen. Miguel Costa,Palmeiras Barra Funda,Não,1,4.0,0.0
714,Segunda,Não,Sim,Santa Rita,Palmeiras Barra Funda,Não,2,7.0,0.0
715,Terça,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,4,12.0,0.0
716,Segunda,Não,Não,Santa Terezinha,Itapevi,Não,2,5.0,0.0
717,Sexta,Não,Sim,Palmeiras Barra Funda,Itapevi,Não,1,6.0,0.0
718,Quarta,Sim,Não,Domingo de Moraes,Itapevi,Não,5,15.0,0.0
719,Quinta,Não,Sim,Pres. Altino,Palmeiras Barra Funda,Não,2,6.0,0.0
720,Terça,Sim,Sim,Eng. Cardoso,Itapevi,Não,3,10.0,0.0
721,Quinta,Sim,Sim,Sagrado Coração,Itapevi,Não,5,9.0,0.0
722,Quarta,Não,Sim,Antônio João,Itapevi,Sim,2,7.0,0.0
723,Quinta,Sim,Não,Sagrado Coração,Itapevi,Não,5,14.0,0.0
724,Segunda,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,5,11.0,0.0
725,Domingo,Sim,Sim,Jardim Belval,Itapevi,Não,3,10.0,0.0
726,Quarta,Sim,Sim,Imperatriz Leopoldina,Itapevi,Não,4,13.0,0.0
727,Segunda,Sim,Não,Barueri,Palmeiras Barra Funda,Não,3,12.0,0.0
728,Quarta,Sim,Sim,Jandira,Palmeiras Barra Funda,Não,5,13.0,0.0
729,Terça,Sim,Não,Jardim Belval,Itapevi,Não,5,14.0,0.0
730,Domingo,Sim,Sim,Osasco,Palmeiras Barra Funda,Não,5,12.0,0.0
731,Domingo,Não,Não,Imperatriz Leopoldina,Palmeiras Barra Funda,Sim,1,3.0,0.0
732,Domingo,Sim,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,4,15.0,0.0
733,Quarta,Sim,Sim,Barueri,Palmeiras Barra Funda,Sim,4,11.0,0.0
734,Quarta,Sim,Sim,Jardim Silveira,Palmeiras Barra Funda,Não,4,14.0,0.0
735,Quinta,Sim,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,5,12.0,0.0
736,Sábado,Sim,Não,Osasco,Palmeiras Barra Funda,Sim,3,9.0,0.0
737,Quinta,Sim,Sim,Santa Rita,Palmeiras Barra Funda,Não,3,9.0,0.0
738,Quinta,Não,Sim,Pres. Altino,Itapevi,Não,2,5.0,0.0
739,Segunda,Sim,Sim,Jandira,Itapevi,Não,4,14.0,0.0
740,Segunda,Não,Sim,Júlio Prestes,Itapevi,Não,2,3.0,0.0
741,Terça,Não,Sim,Jardim Silveira,Palmeiras Barra Funda,Não,1,3.0,0.0
742,Quinta,Sim,Sim,Itapevi,Palmeiras Barra Funda,Não,4,10.0,0.0
743,Sexta,Sim,Sim,Quitaúna,Itapevi,Não,5,12.0,0.0
744,Sábado,Sim,Sim,Gen. Miguel Costa,Palmeiras Barra Funda,Não,4,10.0,0.0
745,Sexta,Não,Sim,Itapevi,Itapevi,Não,1,6.0,0.0
746,Sexta,Não,Sim,Quitaúna,Itapevi,Não,1,7.0,0.0
747,Domingo,Não,Sim,Eng. Cardoso,Palmeiras Barra Funda,Sim,2,4.0,0.0
748,Sexta,Não,Sim,Amador Bueno,Palmeiras Barra Funda,Sim,3,3.0,0.0
749,Sábado,Não,Sim,Imperatriz Leopoldina,Itapevi,Não,2,5.0,0.0
750,Terça,Sim,Sim,Amador Bueno,Palmeiras Barra Funda,Não,4,10.0,0.0
751,Domingo,Sim,Sim,Santa Rita,Palmeiras Barra Funda,Sim,3,15.0,0.0
752,Terça,Sim,Não,Imperatriz Leopoldina,Palmeiras Barra Funda,Sim,4,12.0,0.0
753,Domingo,Sim,Sim,Amador Bueno,Palmeiras Barra Funda,Não,3,9.0,0.0
754,Quinta,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,5,14.0,0.0
755,Sexta,Sim,Sim,Jardim Belval,Itapevi,Sim,5,14.0,0.0
756,Sábado,Não,Sim,Lapa,Itapevi,Não,2,6.0,0.0
757,Quinta,Sim,Sim,Santa Rita,Itapevi,Não,4,11.0,0.0
758,Quarta,Sim,Sim,Eng. Cardoso,Itapevi,Não,4,13.0,0.0
759,Terça,Sim,Sim,Osasco,Itapevi,Sim,5,10.0,0.0
760,Sexta,Sim,Sim,Jardim Belval,Itapevi,Não,4,10.0,0.0
761,Sábado,Sim,Sim,Osasco,Palmeiras Barra Funda,Não,5,11.0,0.0
762,Quarta,Sim,Sim,Lapa,Palmeiras Barra Funda,Não,5,9.0,0.0
763,Quarta,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Não,5,15.0,0.0
764,Sábado,Sim,Sim,Gen. Miguel Costa,Palmeiras Barra Funda,Não,5,10.0,0.0
765,Domingo,Não,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,2,3.0,0.0
766,Terça,Sim,Sim,Osasco,Itapevi,Não,5,14.0,0.0
767,Domingo,Não,Não,Pres. Altino,Itapevi,Não,2,7.0,0.0
768,Quarta,Sim,Sim,Barueri,Itapevi,Não,4,12.0,0.0
769,Quarta,Não,Sim,Gen. Miguel Costa,Itapevi,Não,1,8.0,0.0
770,Sexta,Sim,Sim,Gen. Miguel Costa,Itapevi,Sim,3,13.0,0.0
771,Quinta,Sim,Sim,Santa Terezinha,Palmeiras Barra Funda,Sim,4,13.0,0.0
772,Segunda,Sim,Sim,Júlio Prestes,Itapevi,Não,5,9.0,0.0
773,Quinta,Sim,Não,Pres. Altino,Itapevi,Não,4,9.0,0.0
774,Sábado,Sim,Sim,Amador Bueno,Palmeiras Barra Funda,Não,3,11.0,0.0
775,Quinta,Sim,Não,Pres. Altino,Palmeiras Barra Funda,Sim,5,14.0,0.0
776,Quinta,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Não,4,10.0,0.0
777,Domingo,Sim,Sim,Amador Bueno,Palmeiras Barra Funda,Não,4,9.0,0.0
778,Terça,Sim,Não,Itapevi,Itapevi,Não,4,12.0,0.0
779,Sábado,Sim,Sim,Pres. Altino,Palmeiras Barra Funda,Não,5,12.0,0.0
780,Domingo,Sim,Sim,Barueri,Itapevi,Sim,4,14.0,0.0
781,Quarta,Sim,Sim,Osasco,Palmeiras Barra Funda,Não,5,13.0,0.0
782,Domingo,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Não,4,11.0,0.0
783,Domingo,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,5,9.0,0.0
784,Segunda,Não,Sim,Palmeiras Barra Funda,Palmeiras Barra Funda,Sim,3,7.0,0.0
785,Sábado,Sim,Não,Sagrado Coração,Palmeiras Barra Funda,Não,5,9.0,0.0
786,Sábado,Não,Sim,Santa Terezinha,Itapevi,Não,1,7.0,0.0
787,Quinta,Sim,Sim,Amador Bueno,Itapevi,Não,4,15.0,0.0
788,Sexta,Sim,Sim,Jandira,Itapevi,Sim,5,12.0,0.0
789,Sexta,Sim,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,5,10.0,0.0
790,Domingo,Não,Não,Itapevi,Palmeiras Barra Funda,Não,3,4.0,0.0
791,Sexta,Sim,Sim,Jardim Belval,Itapevi,Sim,5,14.0,0.0
792,Terça,Sim,Sim,Itapevi,Palmeiras Barra Funda,Sim,4,11.0,0.0
793,Quinta,Sim,Sim,Domingo de Moraes,Itapevi,Sim,4,11.0,0.0
794,Sexta,Não,Sim,Palmeiras Barra Funda,Itapevi,Não,2,7.0,0.0
795,Sábado,Sim,Não,Santa Rita,Itapevi,Não,5,14.0,0.0
796,Segunda,Sim,Não,Amador Bueno,Itapevi,Sim,4,14.0,0.0
797,Sábado,Sim,Sim,Sagrado Coração,Itapevi,Não,5,10.0,0.0
798,Sábado,Não,Sim,Carapicuíba,Itapevi,Não,2,4.0,0.0
799,Quinta,Não,Sim,Carapicuíba,Itapevi,Não,3,3.0,0.0
800,Sábado,Sim,Não,Sagrado Coração,Palmeiras Barra Funda,Não,5,11.0,0.0
801,Segunda,Sim,Sim,Antônio João,Palmeiras Barra Funda,Não,3,10.0,0.0
802,Quinta,Não,Não,Pres. Altino,Palmeiras Barra Funda,Não,1,7.0,0.0
803,Segunda,Não,Sim,Amador Bueno,Itapevi,Não,3,3.0,0.0
804,Quinta,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Não,4,11.0,0.0
805,Sexta,Sim,Sim,Imperatriz Leopoldina,Itapevi,Não,5,13.0,0.0
806,Segunda,Sim,Sim,Santa Rita,Itapevi,Não,5,12.0,0.0
807,Terça,Sim,Sim,Imperatriz Leopoldina,Itapevi,Sim,4,12.0,0.0
808,Quinta,Sim,Sim,Santa Rita,Itapevi,Não,5,14.0,0.0
809,Terça,Sim,Sim,Jardim Belval,Itapevi,Sim,3,13.0,0.0
810,Quarta,Sim,Sim,Santa Terezinha,Itapevi,Não,4,14.0,0.0
811,Sexta,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,4,14.0,0.0
812,Domingo,Sim,Sim,Itapevi,Palmeiras Barra Funda,Não,3,13.0,0.0
813,Terça,Sim,Sim,Osasco,Itapevi,Não,4,9.0,0.0
814,Quinta,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Não,4,14.0,0.0
815,Terça,Não,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,1,3.0,0.0
816,Sexta,Não,Sim,Antônio João,Itapevi,Não,3,8.0,0.0
817,Sábado,Não,Não,Itapevi,Itapevi,Sim,2,4.0,0.0
818,Quarta,Não,Não,Jardim Belval,Palmeiras Barra Funda,Não,2,3.0,0.0
819,Quarta,Não,Sim,Carapicuíba,Palmeiras Barra Funda,Sim,2,3.0,0.0
820,Terça,Sim,Não,Quitaúna,Palmeiras Barra Funda,Não,5,12.0,0.0
821,Domingo,Não,Sim,Jardim Silveira,Itapevi,Não,1,7.0,0.0
822,Sábado,Sim,Sim,Jandira,Palmeiras Barra Funda,Não,4,9.0,0.0
823,Quarta,Sim,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,4,14.0,0.0
824,Sábado,Sim,Sim,Quitaúna,Palmeiras Barra Funda,Não,5,14.0,0.0
825,Domingo,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Não,3,15.0,0.0
826,Domingo,Sim,Sim,Quitaúna,Palmeiras Barra Funda,Não,5,9.0,0.0
827,Quinta,Sim,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,4,11.0,0.0
828,Quinta,Sim,Sim,Com. Sampaio,Itapevi,Não,3,12.0,0.0
829,Segunda,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Sim,3,14.0,0.0
830,Sábado,Sim,Sim,Jandira,Itapevi,Não,3,15.0,0.0
831,Quinta,Não,Sim,Domingo de Moraes,Itapevi,Não,3,7.0,0.0
832,Segunda,Sim,Sim,Lapa,Palmeiras Barra Funda,Não,4,12.0,0.0
833,Terça,Não,Sim,Sagrado Coração,Itapevi,Sim,3,4.0,0.0
834,Quinta,Sim,Não,Domingo de Moraes,Itapevi,Sim,5,10.0,0.0
835,Sábado,Sim,Sim,Jandira,Itapevi,Não,4,10.0,0.0
836,Sábado,Sim,Sim,Santa Terezinha,Itapevi,Não,4,9.0,0.0
837,Sexta,Não,Sim,Palmeiras Barra Funda,Itapevi,Não,3,5.0,0.0
838,Sábado,Sim,Sim,Santa Rita,Itapevi,Não,3,10.0,0.0
839,Segunda,Sim,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,5,10.0,0.0
840,Terça,Não,Sim,Amador Bueno,Itapevi,Não,1,4.0,0.0
841,Domingo,Sim,Sim,Jandira,Itapevi,Não,4,15.0,0.0
842,Terça,Sim,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,3,9.0,0.0
843,Quarta,Não,Não,Com. Sampaio,Palmeiras Barra Funda,Não,3,4.0,0.0
844,Quarta,Sim,Não,Jardim Silveira,Palmeiras Barra Funda,Não,4,11.0,0.0
845,Segunda,Sim,Sim,Antônio João,Itapevi,Não,5,15.0,0.0
846,Terça,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Não,5,13.0,0.0
847,Segunda,Sim,Não,Eng. Cardoso,Palmeiras Barra Funda,Não,4,9.0,0.0
848,Sexta,Não,Sim,Jardim Silveira,Itapevi,Não,2,4.0,0.0
849,Terça,Não,Não,Júlio Prestes,Palmeiras Barra Funda,Não,1,6.0,0.0
850,Quarta,Sim,Sim,Jandira,Itapevi,Não,5,10.0,0.0
851,Segunda,Sim,Não,Jardim Silveira,Palmeiras Barra Funda,Sim,4,14.0,0.0
852,Quarta,Sim,Sim,Com. Sampaio,Itapevi,Sim,5,11.0,0.0
853,Domingo,Sim,Não,Lapa,Palmeiras Barra Funda,Não,4,13.0,0.0
854,Terça,Não,Sim,Júlio Prestes,Itapevi,Não,1,4.0,0.0
855,Sábado,Sim,Sim,Quitaúna,Palmeiras Barra Funda,Sim,5,11.0,0.0
856,Terça,Sim,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,5,11.0,0.0
857,Sexta,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,4,12.0,0.0
858,Sábado,Sim,Não,Jardim Silveira,Itapevi,Não,3,13.0,0.0
859,Sexta,Não,Sim,Osasco,Palmeiras Barra Funda,Não,2,7.0,0.0
860,Domingo,Sim,Sim,Júlio Prestes,Palmeiras Barra Funda,Não,4,14.0,0.0
861,Segunda,Sim,Sim,Domingo de Moraes,Itapevi,Não,4,10.0,0.0
862,Sexta,Sim,Sim,Barueri,Itapevi,Sim,5,12.0,0.0
863,Quarta,Sim,Sim,Jardim Belval,Palmeiras Barra Funda,Sim,5,12.0,0.0
864,Domingo,Não,Sim,Palmeiras Barra Funda,Palmeiras Barra Funda,Não,1,7.0,0.0
865,Segunda,Sim,Não,Domingo de Moraes,Itapevi,Não,3,12.0,0.0
866,Quinta,Sim,Sim,Jardim Silveira,Palmeiras Barra Funda,Não,4,11.0,0.0
867,Quarta,Sim,Sim,Quitaúna,Palmeiras Barra Funda,Não,4,12.0,0.0
868,Quinta,Sim,Sim,Jardim Belval,Palmeiras Barra Funda,Não,4,12.0,0.0
869,Terça,Não,Sim,Antônio João,Itapevi,Não,3,7.0,0.0
870,Quarta,Sim,Sim,Lapa,Palmeiras Barra Funda,Não,4,9.0,0.0
871,Domingo,Não,Sim,Antônio João,Palmeiras Barra Funda,Sim,2,3.0,0.0
872,Quinta,Sim,Não,Pres. Altino,Palmeiras Barra Funda,Não,4,9.0,0.0
873,Sexta,Não,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,3,3.0,0.0
874,Quarta,Não,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,3,4.0,0.0
875,Terça,Não,Sim,Barueri,Palmeiras Barra Funda,Sim,3,5.0,0.0
876,Quarta,Sim,Não,Eng. Cardoso,Itapevi,Não,5,9.0,0.0
877,Terça,Sim,Sim,Antônio João,Palmeiras Barra Funda,Não,4,9.0,0.0
878,Quinta,Sim,Sim,Itapevi,Palmeiras Barra Funda,Sim,5,10.0,0.0
879,Sábado,Sim,Sim,Itapevi,Itapevi,Não,4,15.0,0.0
880,Domingo,Sim,Sim,Antônio João,Itapevi,Sim,4,12.0,0.0
881,Sábado,Não,Sim,Amador Bueno,Itapevi,Não,2,3.0,0.0
882,Quinta,Não,Sim,Palmeiras Barra Funda,Palmeiras Barra Funda,Não,1,7.0,0.0
883,Sábado,Não,Sim,Gen. Miguel Costa,Itapevi,Sim,3,7.0,0.0
884,Terça,Sim,Sim,Itapevi,Itapevi,Sim,3,11.0,0.0
885,Sexta,Sim,Sim,Com. Sampaio,Itapevi,Não,4,10.0,0.0
886,Quarta,Não,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,3,3.0,0.0
887,Domingo,Não,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Sim,3,4.0,0.0
888,Segunda,Sim,Não,Com. Sampaio,Palmeiras Barra Funda,Sim,5,9.0,0.0
889,Quinta,Sim,Sim,Antônio João,Itapevi,Não,5,10.0,0.0
890,Domingo,Sim,Sim,Domingo de Moraes,Itapevi,Sim,5,14.0,0.0
891,Quarta,Não,Sim,Palmeiras Barra Funda,Palmeiras Barra Funda,Sim,2,3.0,0.0
892,Segunda,Sim,Não,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,5,12.0,0.0
893,Domingo,Sim,Sim,Quitaúna,Palmeiras Barra Funda,Não,4,10.0,0.0
894,Quinta,Sim,Sim,Jandira,Palmeiras Barra Funda,Não,5,15.0,0.0
895,Domingo,Sim,Sim,Eng. Cardoso,Itapevi,Sim,4,11.0,0.0
896,Domingo,Sim,Sim,Jardim Silveira,Itapevi,Sim,4,11.0,0.0
897,Quarta,Sim,Sim,Sagrado Coração,Itapevi,Não,5,14.0,0.0
898,Sexta,Sim,Sim,Barueri,Palmeiras Barra Funda,Sim,5,9.0,0.0
899,Sábado,Sim,Sim,Carapicuíba,Itapevi,Não,3,13.0,0.0
900,Quarta,Sim,Sim,Pres. Altino,Itapevi,Não,5,14.0,0.0
901,Quinta,Sim,Sim,Antônio João,Itapevi,Sim,5,10.0,0.0
902,Sábado,Sim,Sim,Eng. Cardoso,Itapevi,Não,4,11.0,0.0
903,Domingo,Sim,Sim,Itapevi,Palmeiras Barra Funda,Não,5,14.0,0.0
904,Quinta,Não,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,1,7.0,0.0
905,Sexta,Sim,Sim,Quitaúna,Itapevi,Não,3,15.0,0.0
906,Segunda,Sim,Não,Antônio João,Palmeiras Barra Funda,Sim,5,10.0,0.0
907,Sexta,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,3,11.0,0.0
908,Sábado,Sim,Não,Antônio João,Palmeiras Barra Funda,Não,3,15.0,0.0
909,Sábado,Sim,Sim,Quitaúna,Itapevi,Não,5,13.0,0.0
910,Terça,Não,Não,Barueri,Itapevi,Não,3,8.0,0.0
911,Quinta,Sim,Não,Palmeiras Barra Funda,Palmeiras Barra Funda,Não,3,10.0,0.0
912,Segunda,Não,Não,Sagrado Coração,Itapevi,Não,3,8.0,0.0
913,Segunda,Não,Sim,Amador Bueno,Itapevi,Não,3,4.0,0.0
914,Segunda,Sim,Sim,Antônio João,Palmeiras Barra Funda,Não,5,9.0,0.0
915,Segunda,Sim,Não,Osasco,Palmeiras Barra Funda,Não,3,13.0,0.0
916,Sexta,Sim,Não,Quitaúna,Palmeiras Barra Funda,Sim,5,15.0,0.0
